volume_cargo;weight;place_loading;place_unloading;fk_id_type_cargo;fk_id_flight
58;6736;NbuzwVoMWrcVvKrWYchnMNDt;yvWNbJZUSGiTPQpYUBH;5;5514
64;4174;WDCKddsXUwkcEb;lYoxshJRWVO GMdjF;5;5515
82;7209;SbPohrNuZFPk;lossqmou;2;5516
109;7061;siqYIkDAS BlKXEl;XTYioxbfdKvMhEd;2;5517
66;9034;ZBKyOejuLREtic;gDsiOzEhlInFmyWIIjNfUnYk;4;5518
78;6447;XHSGhyJBLvjaGlcrYucPoXSIi;lWLhLhFAOxbFceh;3;5519
55;9495;zuIMttJrGskXiZdfezPQleQbE;JdqdYKrxFz;4;5520
96;8485;hczxmFdE;JkOLSVvAqDMGfnHywzrz NfzH;6;5521
54;6160;NiLwqzS;BtyPNUf jL;3;5522
90;4965;fLFRBEFOTayBSFNenN;JaEQbCXsGBzWyLwatafB;6;5523
60;5464;vfyKsWiNAuNbThltUwSVEdXvTWIfJ;aqOkphvV;2;5524
63;8549;Hoab;EJtMFruKEYVUiwcFHWYMtMn;1;5525
90;8267;aVnMuXkjclQstvs;tchnV;6;5526
54;4155;TmpgulpOaWIWsrVe;lPxKCE;4;5527
81;8493;RgpjnGIvNfOV;PXbdXKUIG;6;5528
94;4766;jyMuyfRX;awwFwQwDdkvtBZ;3;5529
95;8287;tbxM;umpZjOpKHKOUcXXQgM nwI;6;5530
92;7892;xAAFMUuSnll;zniTBJKQAKWGiZ Xc;1;5531
75;8545;GOUpGMVGps;mibGMPlHqQtcpZttmcQdIwCzpO;3;5532
58;9357; rsfvmBuMD;UTbvKXSPLqrV;3;5533
63;9151;IRSAjOqqiINewYcAUEUmQK;rDIvl EAgeNLYZcdZBVr;6;5534
93;4794;DAAphDdDUeFpVpjJSDLvWcOuk;MkfSOKldwdeJbdfaF;2;5535
100;7226;TUBPNSxwl NuoJDsYsPxhKPfXnHV;nPGeUGfrdiBYoIuQBeCni;6;5536
93;5653;LvhDJjPfquoD BRkkJQSkI;OGAyrdE;6;5537
80;4632;EUu;EleJYGwsGYXil uCnGyugY;6;5538
91;4893;JAkAiQhyKdfCvOEFFJVAy;AAxVHPqmYp;5;5539
83;8235;dKdemqsEaoqLuREVx;WDoRmBAutLnKDfcbMfcgyKIWm;6;5540
104;8589;fJYwxbyAShMQGKv;qapPRqtCZGWTMAjofQrqPYZXC;5;5541
52;5535;woAttIMDVbKZ;PPpkTbCWcVHbsWgFiJ;5;5542
53;4448;NJLeqaLhmxsRw bVSaNZymQmszvxu;LzrtasumONQ qedQNXusgUWy;4;5543
107;7737;RcbmVSXrWetRJrQVTsR;kJPMoR;6;5544
101;9282;sfyrz;gLZDiRCyYZgzkMEj;4;5545
51;4373;edwfeEYDeYhAZj;rNMZbjvniMRqpzOFGRnB;6;5546
76;8994;shsl WdEuHRz pfv;sK iAeOKlZPElzlsFAB j;6;5547
79;8814;SIVJLsyQF;VjBdGGZLTwV;1;5548
55;5469;wyZAccxZDx T;H VLDnNl;3;5549
109;8189;NSHLkqyWycCHgZ;RLDVnm;2;5550
68;7757;hviZcSGfkoHkByYQo;diTBJejEEg;4;5551
60;7378;dAUXRGEDcHlWxHudpg LFv;agHwY gnDBFpgjtkpOUTTbnvXVo;2;5552
87;6969;sQhwENHWwMwjNBhYH;CZzhIOYEaecoRcALu;4;5553
85;7129; NgahspobczzXi IzshWaThPUTdp;aplvwfc;4;5554
90;4507;CZQnQL;rJYeYqZzZOfszZuUhXfiA;1;5555
60;6291;qiokZxYAOG;JiPBYUGwDs;5;5556
107;6157;SFvZtVrCAkcucsPMTFfJImHX;s vQOtuzJKJXjvNicbXaPN;4;5557
70;6442;KtZPfkkQlHNfFsyYthQJoBPhHd;vQvSEweAsGwiQKbmpUCmfZhVibp;1;5558
84;6824;ENfofKKzABzTtxuziiSuARagEXybB;EglZKQagWCX;6;5559
50;8658;WnqxJcLsPPPLs;sXSTzmvkcErBEfJjmrJATsidFAZ;6;5560
104;3886;QIBi YiN YiVZpqAVK;fqJPOsfCtGSOpzRuoMTxKFIC;4;5561
101;4585;NSIZlGlSjM NhpiTjOkURmAw  FC;KDZHNNKmQg vsad;5;5562
89;6252;ZdVlJivhzlujbCeZHQSemqwfF Y;lsiTUJwmHpNizPZP;1;5563
83;9879;lMH;nyOQkAtqvLxmWZgYNuk;1;5564
88;6663;kACfkoYcLo;VNrAcLwAEKgOYOPEiFQuZw;3;5565
96;6727;IOERYatXlBFWO;SuVljSx;2;5566
106;5379;vRZEZGV qQHRfnBLewwdFqM;wJoptTYcRtFMHcXWSWx;1;5567
49;9366;RESnxSu wmbofxnbOaL oJTt;T W sdmyMn;4;5568
109;7612;bpzjemOCOsUPQNqFzGmSN;DZGzcgo;5;5569
77;3567;PPOUGc WQGbMsSvoHfSreoFldsT;DKHxthscSLYqiXDTpip ;6;5570
99;6617;lpJdTuARYQhVUk KNMWKh;TPtrZfJygDlwmn;2;5571
60;9358;z pX;fZXTwRruQlAKbHarQInzTWtLgKW;1;5572
80;6154;fdBtrCcqxzwS;DMLllZdjggrXBIGBlOpgaqjQfPu;1;5573
107;8438;rLQePRZ;DiMwTOzFEqhhWdpaGRsyzjdd;5;5574
75;3740;gvLvgbhOjFjGQdUcDn SOsheILooiN;fjOBm zywyMqawQVtswSfyfwPO;1;5575
90;4507;QbVbTdzvvMl;kLebiVWGztNaVs;6;5576
70;5414;DmRyuLhWKbaix SZJIXsaRZErAwbJK;RKUolEuLoYEuHiTfzMtrJbt EM;5;5577
95;5787;aShJXQYttDL;iZGIkgddsldanwacYQQQSzUA;4;5578
82;7201;qQlPfRSs;kFFHMjMVrYWGIQsyuo;5;5579
108;4287;cDROTrFetAQtPpP XoZ;WEk;5;5580
46;8757;dYcwXSxgcBdUifVFLGy;qonPIsAzccnfCwkj;3;5581
71;3817;HeRmwrDxtcpsorL;lotLSCNGSrEdbJlcPCxQUC fFp;3;5582
63;9647;GHAb pEGDrW;wRBQHXMWdnjNAbcudflcqDgonKWF ;5;5583
84;5574;kmcAjJ;fKRxEYjboUxFFve;4;5584
55;6548;NWoYIGNkcZDXyIJo yuVxPa;DkBDaipj;4;5585
57;4363;fdQ;raD;5;5586
98;9903;dPQICLZNcR NECqaIQiG;QJAHJbSoHGXTjWcUckF;5;5587
81;8505;KJwA ;MDf;1;5588
52;9518;rvFPX;IACiOJzriGDsBgabXAkqskXB;6;5589
105;4979;vLZOKalgADrMMOJsiybv;EJWPbGyocJXaNJB;5;5590
100;5403;oYgotr Yfpq;SDvpBcSlsiIoN;1;5591
82;5356;xECvToZyvTMrmcdSKgZGMSqvMDg;zhxdEmNqUePZPWreBhjroBQDXdkFb;2;5592
94;6104;yRYgJWZPIpG PJxQ;iUnDjItZrlEBYEARn;6;5593
78;8425;RX dcpHgISRpInhfRoTbVGxHw;fDWcWjUVoqYetsDXDh;1;5594
60;9897;JkkLjefImfHLNHaNBAh;eJlmgBIP;3;5595
90;8732;NkAPYekktcdiVjvrAhh IO;FALDWchIlXm KZ;6;5596
81;6035;YkokWFVnKSIENZOcRwZGiJSFAj;uCDrmENNANSIaUnqQXxcbqqjHm;6;5597
101;9503;mNqnig;kEulpVdezKJcDZUYA AVhaTJnhXRd;3;5598
85;4884;wcKqyhlcu m;kJkEKTnO;1;5599
103;9496;DroYvqpqeMpRvIdes;TJRBlEDApwhYXxs;6;5600
54;6862;UXyiyXwgceYjw;VUNXB;3;5601
70;5171;VqmAetlwGAnUkHFcfhOT;ZIAuBd;1;5602
67;5434;MqFgMCXXJCopHEIOGcWGgnWOkH;JZRRmugrfbgABmTPzyCOsRGaVr;4;5603
72;9737;PPYJLt rNlBHEjmqkQkYCcNZY;qmZKipxmFzfOElhOzYcVZplyq;1;5604
47;8543;SciUzlitXIGhMJIWVIqpPxBMcNhu;IlmRZHuyWHMccloI;2;5605
83;3895;MjcPnqpzOgHtSFIkfehUAQ;APXnfQdVfJjbjIYbeo;1;5606
81;4901; PdXJjpbEFnAKHezMnblrx;wionvoWaIaQsxJPDBcyjkNYFal;2;5607
104;9237;UAQiCWMCGAUBYzaKXVUgx f;SfeXhge;3;5608
68;9646; exlrmIoHRRvnrMksWJcVAtWjtyJ;e zQ nKAZqgGAHz;4;5609
75;6126;uAKUtrP;Gil IEOCK;1;5610
61;5470;rOSveXhvnG;yvPzbXIguujkqznWTkWknKoe;4;5611
108;8512;WXPdgVFUbSsirvNCUUch;dOOAvsTsRDzRAdwsHqPjdlTxYX;1;5612
80;6111;taXFUzvoYUJJ;xDPDwvfVgNZxCMTvSLCCtQkyN;4;5613
48;6927;IGjVhkKodq;VplMYGt FG;1;5614
85;9340;kClTbFlDcgduEEZrtVzU;Qb w;5;5615
73;3954;bNAdK;OtfkSz ikPHWhsQsB;5;5616
83;5925;tXHIuLDQGDzB MrLMABI;ndQlmefnbxIgxVrwT QarRkYThY;3;5617
67;5515;DPYDGoECNUbCC;UlKpqbe;6;5618
79;6329;DtuzKbnhEqzXjrRkyAetpi QAPZevi;fTlycn;3;5619
97;5746;QsplDcuJOYraW;gKzsUbYYpyCLCJZssLsNXYwj;6;5620
50;6868;mQkxuBjHPqACLRDx;zVmEuwU;5;5621
102;4992;RDEfLUwJOCXqNePTECF;vQlQ;4;5622
44;5515;bIcDKoDOg;bXPcKXwluAHOTF;2;5623
67;5344;aosEXmXOlMdYbFTatiAipXAkK;cCELtQSCNcTSoidpX;1;5624
65;5190;mwXBFftzpP MTRcNcpVZGuYYeAPnK;EinWlahcDYdBzulKmrH;2;5625
77;7874;vgkVmYKSWUWLOh;tTsRAwEBAIXFgvxwMizzXgeBFAaF;3;5626
52;4494;QsKImueBYuXTN;aNKzOZTEvvhJPMCPzTaWnIiyMMk;4;5627
73;7930;rPAbLjyhXBBChhAOhWfJuN;vTPTjHwqOLPkYDP;1;5628
60;5394;IQVfkyQ;MRFkQGfGLkBqysuDiovVQXYh;4;5629
48;6187;EoUtuEIjVD;lopuQDehNkSHCjUOCuLoFzOtWW;2;5630
103;4281;ddGLYcNzgBCqW;HSAbfcTRLFOZqItoBDaiYp;6;5631
92;5575;LHLZwnrBNrHpHnDYIYDfnHxICRNbaM; UCfEPFkmQjAoAHdcYEWB;2;5632
66;9362;KZdWfNwBDZ;PBs ;2;5633
50;6956;ZfgqtFTDNoOL;BGndVmLw AwGSihMJ;2;5634
72;8206;vEjjmXPGMKPfsNJaisH;rTIXLYvMXwyxamdvQClMJFE rRSQw;2;5635
107;8606;VFxm pJAiBAIgUAFHvn;ImDVUbftDKbcNvqbHHlIpoLhLn;1;5636
75;6368;ErtnFwezqAAdTFkKylNsMW;uqYllTtjeDQgKdEKOJARu V;4;5637
59;7603; TkYijdMAsHI;AqLWmFcEoaQpGyNUC;1;5638
59;4929;cNGaEYaeViqhFZXWtNfNdPCtCTjq;pjHtEjWFreWChuLJkREwLcnyUj;1;5639
90;3809;YVv;QxKMBenkZE nEBKwtTYbjSKhF;4;5640
52;5390;GmVxOVMdxSIYqYgdmvh;VRQvD;5;5641
59;3888;idsFTFuSqITQScmcA;KqW;3;5642
67;6756;wuqCOfAqEBo;ltNgOOr;2;5643
106;3964;XXexeTKlKAthsWOwvcWWxzHlVX;eeBdDsYNTRBfBgg;4;5644
54;4314;urGyzXgxynnzctpadRFTBjI;hnEmjkPzuDNRsNeEnW;2;5645
80;4140;ZtKIFwwUiisGmOpzey;VVEqNfYgtQl jNdeJpvDibOScm;5;5646
51;5899;YLvuwqrpuRLSsrbVYYnozJu;BzcjwLZbAzepPXo;2;5647
104;6454;YnqBoJf;fFHAy;3;5648
102;7832;gYyiZodbrJQATnirXhBupRahDOVMz;DSBljDfxyoWmmyBNgQnOmGObqq;6;5649
79;5429;NMKjSrNkMxmnigOMTWZiCbjb IiX;WpZEFVQiseBSmqZmEtATtqDQZXwPHU;3;5650
96;4781;MpSMnBEOnLjRozdTSuTmpTDUWSZZh;MSngrKm;4;5651
53;5762;RIOYUFBRkpNtoKPE;uOiFBgwKmifZWEQkmgwgTQmWfKZHd;5;5652
98;7749;WSZyTdlZmYBtysvrQjmXuG;CuoEuipsAqHZWdVBWAiT;5;5653
94;5752;HJLeKyKbEQktie tnBVOLy;oXhNvxiBYKtrDXGAfnhezg;6;5654
45;5667;xkSLbrADVv;NtgBoRFraUfEvoou;5;5655
81;8755;kiKPKvFHV;qUrOMhB PSjwJVU;2;5656
97;8939;siCngmYwWQSJYMwotvLnOiwaUleFiw;TQHCdjvpnKpq;6;5657
65;7643;jXGRprHAMnGAKkixlJVaZX;BxyWGRhx;3;5658
76;4357;vKIVrwZLsyQ;EzuPbFguVgfqCLtaIyHCFQZ;3;5659
47;4545;wtHdwweneuMFxwmHZiqTzPXK;ITuMWIfBzVeQXrKRIfNwVYDCrp;5;5660
51;6035;znrBFWVuIXHAcchci ;HjnYNRKh DxBUoLpfhR;6;5661
87;5195;TVilXjeCTYKCFYYOmKSIwchYiZ;EkwsPvDCQJ;1;5662
96;4534;MdJIdOzSzTcNRRCj;bqJbTk;3;5663
78;5276;aTyIlP;PxJEKSzcFzYBxyvaxTlZ auyVCzq;4;5664
54;7647;UScagolB SmLKXY VKefIAjMEPgxf;CaBI THlqnmhdBeVViKuLulBgB;3;5665
67;6332;GwgITxDkBMS;lYSklISBLrMjISmIifyhrVIKKQZy;3;5666
102;9130;qygcsXJJJQirBwg;yPKWRNHoZinmsVRpkLW;1;5667
76;6690;koVBbmkGjrMehuU;NWsfJRfHMqYamBtFLf;5;5668
69;7939;gbrwIYaD;TDYdAtmdnbXWmoVSUmt;2;5669
57;8204;bXzjXkmJzMICMwKBnQatyutVZnay;JdSBlNKvwwZ;4;5670
94;6129;lixtloxUEzJyxVyzsRc;azYGfWb;4;5671
83;5465;zTcbiAtekyLDzxbCyvWLftoxLSZtOQ;MYkQV LoRHl;2;5672
60;9019;WVGCXNDdkr;dIeWZoqUEXxGvHfQBlyAkefmiOT;3;5673
86;9368;QBKskZSFGEXzbq NwUTasLFRCyGO;mpYCZTumuvKQYzMnPfLBoUyHqbDP;2;5674
54;4032;tmRHrZdWzKThel;yTzitPadJIRwS;5;5675
106;6208;XdaurZSWWvZzjpfgUgrHSGhGnL;m sn;6;5676
69;9862;eHINfAjcsPNbxZJjooFJfalt;uyxFm;1;5677
62;6425;gTI;WRhETkbFsJlWGNNOGEg MUzixHxVPj;2;5678
48;6443;BTL;IvuvFRVcuBbllNwjogDxPim;6;5679
64;5883;WBtKXrPUIPiS;UoKmzMveE;2;5680
54;5928;yZZSSTsXVObJNFGDxhTC;MSdGgRHEjTXxPHxFeSTx;4;5681
54;8868;QxKpfBgSXkjmim;wKpChGdtdGzJQuasFQhjveeIZmylc;6;5682
51;7290;MsnUOA;nTZMrZaVtMlRZtLzCqjejewQqwjR;6;5683
81;9265;jMZXnm;bEH;3;5684
105;5447;xWs; rTZeGCRju;6;5685
90;4095;txzxecOUPrQmBceW;ZretfjsbHHoMdD;6;5686
71;9027;uDPhxEIRIxqTptuJy;VMVV;5;5687
107;8499;KThaMhjfKxPkshyCkm;CPsLtQ;3;5688
56;4273;nfdQ;vjJoXMoaplfdCkIEGANAxpE;2;5689
72;5930;yr L;nNtIoYkKaZtbO;6;5690
69;7621;TrWSBbOkXrMZqpLyCotwqT;vkDjxB;3;5691
86;5455;DzTnTkyWIzShgbiyPjrZczK;wQKKoNWoaGnVNZLsPtjro;3;5692
102;3580;KPURZXgPYjsJXVwbCXhB hXupqpCgb;lXfbKfYJGXiVBaZMIUNKsqEvUHLJ;5;5693
105;9293;QQMhtaY;GihkkOmXKelWGVsvmDenNY;2;5694
57;4854;DfKDqhmyQPIfYObWelFEboWJM;XaCRQwbKhu dyXvsiyyjddxvp;1;5695
87;8811;sNNwNqhhmynJlGREgI;XwdpSyAeOipng;2;5696
56;4815;X nlLqtexhMUICWiSux;WUImmVdEqMnOyf ;4;5697
79;8554;EZLITAHexJSUkyA;gbqWkVfmaOXAUINhqDAUhc;2;5698
94;7234;JWixSVvZBgZzgMZGwXuIizaf;XVafnUCijeMCim;5;5699
79;4030;cvrISWYmwGGwLorWdt uaZSw;ZTDebKgITHeX;1;5700
107;8846;sRHEP ImorNooBtBzqFJVZ;ZLFu;4;5701
90;9545;lzav;YxEVTwfNjbjbKeLopnUSovuYqIAEmP;4;5702
50;4666;hPklrEHugQqSCkxsgDWnUnurn;UZRQPuCkcmaf;2;5703
93;3607;gAoFomZEEEMVKMaZqjsOcv;tLRNEsBxOmmHhjOJXPbBRZV;2;5704
106;8867;QiyEDzRK;iOdKm;3;5705
71;8893;rKBaSRwEJkQNH fGGEdbqhZWZMoUo;APcotQEGmWaLmoeGTlpjxSeAdoC;1;5706
100;7899;nxvQPaN;eCXNKwszUQLRVsCM;5;5707
71;4647;wMqjhYFkHL EFwZAQRBwSiSgnPv; tbNMtkmQCvjAbPiDmPSj HQSPYht;1;5708
79;8623;xCDrkBd;VxJSRqHte;4;5709
107;8623;vueWZdJdklIHqXKsZZoVmYIsSd;ewUBnhNfSgdVbV iDSkKzTwDJsQSA;3;5710
57;8192;oQgzaWGJkwupEPlGDAoIiyxR ;yUqzsOQbvHlDMIELenEvySsqqi;3;5711
102;5457;vNpCAxb;LoMPXloYggRWZuEQoPMTuCT QoxIl;2;5712
64;5874;caZslfxAhXFU uWvv;jOVwEg sBAmyHJnocxH;4;5713
87;4190; VxRkbBpRzw;yAkEOrcyDUIyaLAjflNkHUS;5;5714
68;7760;CDuujdzubCCKsJLhtkxH JOb;oMHxHbvt;5;5715
99;7917;VDRKITZX;lvwEPUdAcpWtAoPIyFuMaa KYPHU;4;5716
85;4885;yibLTKYdfEfBMbNdUFs yr;mmkNgZntvMtUo l lLFamGjKXqRMR;5;5717
60;7943;IUVvgZjnYgtkc G KECm;cAeGeAsHdjcGVoC ymTcGkfwdQn;1;5718
54;3960;B VjGsEMVzCTQOHYLoXXBlMCD;uMYdnWLtRROCkVEVIlWvy;4;5719
99;9695;DVbKON;stBMXQwidJSDiFlMKYdNdawkVCqJWI;2;5720
44;3799;IbCtoNv;hiilzm;5;5721
60;7445;KogAFaftMgyvowdYswSmAjKtdPWbv;xwPYmZprtzoPmOqcJGd;3;5722
50;9672;tPlzDY mrbUPKOHf;CMFmNFzYtCxjNLz;4;5723
82;6020;mOANSHLYmxAaYAComWvyxKsJZowmu;bxUqyh iuXitHakDzoPmhW;5;5724
95;9227;SiZrfiIgquOtTVfdBgVjS;gvGTBJnBXtysnTfckPMRWqgAgF;3;5725
59;5595;hHxLO;bIyQbJqRpzKsWJbhiPZDXgRIcsw;3;5726
51;7118;QqTOqhsjrbWpRyUhxZXpkQoJs;eNpCsUnUp;5;5727
81;3711;DGjgJmPi;QQg EqvyaoMEQfzBnBTQxNpoLzHhWM;1;5728
79;5122;IUZTpJYYDDDpg;QidVF;6;5729
98;8053;eHZotyxEunoAvujc;iZ   EA;2;5730
83;8239;eodyZKyHSeWiHxfNcBywVgPNsG;oGzBys y VbNjaRlkjLo;5;5731
78;8490;SH sypcdHstcSFG;XgzBfjzJSdxModSEq;4;5732
78;9084;xpIASqLVOQuKXjVNkMAwDT;bKZkTTYLA;1;5733
91;9968;EZt;kyPRBI;4;5734
73;4340;JGxFk YNbBf JOkslJ;FeUKYUoislJyftDX;3;5735
51;9092;fsATunDaunAdnczrdrpgkf;JxjYrWqCTmWuBqXEqoyjuZ;3;5736
73;5720;nzLItPoaUwxJipPEXahwii pkiDpuT;JemhNLIPsSvONcM;1;5737
61;6870;VPvzJyfJMLhSLkjdQXuJzYLL;nojsYyXfjBhZcrNKsmG;4;5738
59;5643;QjfJTzpZgzNIxAqJkArITrBKcEvi;AKiAx fffUQaxvlS;6;5739
84;5338;lADsFvWmScIwVNZZfD w eqzmBlmR;HlSx ac IgQ;5;5740
97;6122;xwKHqiZHrSzjeGHCrTHBYAAgwRHQOi;NzpqmRrvwxVBnt;6;5741
88;8117;jhktboEvBE cOBjbyO;jZcwk C;6;5742
109;5113;ZhEYfCUYBKD;BhJtoTTr HhcMgPYAijUdijrjvjfoH;2;5743
74;7384;sp UWvPyddpEYLhly CqEhqpeT;wiCZyXtSZM;4;5744
51;3670;gXDqWto;fxVNDRhrdnqlBitgECE;4;5745
67;8918;zuKzpK;uCeCjZFMlVrfHEXNMkeVKMWSgmawg;5;5746
70;8889;tTAynUoqRlZuknCIfHanupGVF;weJDAyAuPJQe QKSXQM xgYeocJWM;2;5747
48;8454;cFkAogYkdFgDoujphVWLuMwfoPxSjL;DtuPvtlgzWWvWpsHukz;2;5748
53;9214;iqjeruDrkXETGYHKAWUPlm;MlRAvcbjNCbKGRnvGxP;2;5749
65;6720;jouRumoVoDmvGjUhsAUXnexjikrSS;pJwWowysizfLQrGSEi;6;5750
83;5960;xIYpHcTnIsPlicyvWOnQM;LvE;5;5751
98;4652;CCTGKmpzbLvbisooFGNqOYSbaGfarK;mrFKCxdUmijuqRWgXGHCRUEyPpqiaB;1;5752
75;4633;rRcmXsdjPvjrxFmVRKezXEFKPjxo;ndBRiEAWVeNiBuzXbQABDrUwGg;1;5753
58;5770;XgYekOMswoQvqlJvhSbsVahoW;iaBYiVKMaJbatudppQiQb;2;5754
79;9043;ggVT RSGWv;liUSoxJfEWDotiUxtrwZisVl;1;5755
62;3611;UfUFwjZbWBso alsiNXcwWTX;Ujmh RnByPRXXdypZJ ydmGe;5;5756
93;5065;iKQcbxrICxczQUORqwiExBArZDfBNt;KWxHhBJBGHIIhgVXWnQB HyHSgGDtX;5;5757
49;4992;pCKo;MhhvZeXHZPQdtzzxTnZzekJSUVTF;6;5758
78;6722;izgDpOUUyCjc;zFWJWAoPIoeOhdrxwWPeC;1;5759
53;5296;cSQODgMAvorsFUnpXwvQyibeZY hJ;husefSMDjjzajccLziZZZH;4;5760
59;6211;EAhMbXnw  SNhlzWDkEqgEb;WBphN OgUzZUYF;4;5761
103;4962;bdjYEgHYywNoyBjDpfnxU;uJUfkZVjvmEjIlXJBzwbTZ;3;5762
60;9366;zJVh;yvXjoDiUKCkJjLQH SNJ;2;5763
44;5179;DEcHsenUz;qWtDMpouxf;4;5764
52;7783;UnoAgzrFbmZRsKeKH;BaPFhXxvgqEIeCOLBsuZhK;5;5765
82;4378;bvufA;CbnSC;4;5766
88;9239;xygpzMlLWXXQ oNOmpk;xUTcPXEDPKaKVUipgBbfSCpZbc;3;5767
44;3673;pYDzuuEwSlZwswJPI;XZoueEnYeIbQPKwco;4;5768
45;6830;GAvF;kAcTREGMNUMslUJmbfLvQhXSzJ;6;5769
77;8345;BuBrvABiddFgDGUBkCkdXMjk;JLCEJhcxfOsnKERaSVInVYvn;5;5770
94;5839; aQfPUSnXtpMaxTokBJUXI;fgMLzOGq bd;1;5771
58;4307;LXldLrEveXtiFtXlYQxVHAl;KnJjmeIrmLqHtJEyMBbm;1;5772
73;9692;PPjj SrdVzxoKgnOa q;beaM;4;5773
101;5756;xdtoScZGfLlnchix;xXaawfTqURVoGMMW;5;5774
76;7223;aPYB;CROjuuEwFbZIzpoGMG;5;5775
92;6509;tUWPdeprsygOodLzS; ylDSPPxGRLEUMmELPQ tBnAmgdV;4;5776
107;8717;Jyq muUQyHZBwUrt;WTa pKaftCmdNajFQFxbD v;3;5777
102;9016;djMJRtVmMcffJEOGRvBXKX;GjYKAVjlkwE;5;5778
101;5525;dSF;POcqbQdTZjAJSKZGAG uqpenV;3;5779
98;3577;WtxzR;fJjKPj nLUuMrthkLiJzky;1;5780
79;8968;UjVGfmwFKYFU aVlhnp;xhrXJiK;1;5781
53;5116;ngnxijORuUSHpQWqAyAXc;BrQ VzhK rmYHe;1;5782
57;7097;NmKeLUGh;hsqBfjUHbcThq qWqtNWgFmWopvV;4;5783
58;4824;BRmKTNJBotxkFGe;nJL JZqhYNXMjwZ;1;5784
84;8799; YQLurEspsfIGvZyxXkzWoiT mNb;EZKtyFiZeIiVDuoRaJnRuWIAe;3;5785
45;7712;oQWEvJYuWPRwm;mPiWKXvsNMnyafZMnWbHjWueUqq;2;5786
76;7931;PxOBWgUDJKTHrJIqagM w SOrDtKH;RnEMJcmGstgZASpofuNcdAnoobTZan;3;5787
71;5016;nKYMdeHwig;ksZ;4;5788
94;9734;lns;olKtzAprxkM;4;5789
68;9806;WVgU HUTtPJTBKZa;eiqsrdXavA;5;5790
54;7846;wIeCoKrDtIn;rSZXffRxfoO;5;5791
106;7684;uiCNOxc;kXGeo;2;5792
46;6013;ocHjGE Fjqa;KLNkZpxlprWPBHN;5;5793
98;8727;lWNgveSpGqWoIX;wnMFwX;1;5794
99;3938;QgzVqsfkLXOIDEGPzEIWcVxex;dPfBTPOYNNmkVCdlldmfRy;3;5795
86;8446;UbDDQTqEzYEF;ieleHAcf DYoPiLGtSEuA;1;5796
103;8939;aOeOXFErjwbxaMFIWofvQ;vpRVmzjXwNeRGqwmFOFNv;4;5797
86;6717;xZdWVJYiUDTR;MUEGncJP dZtOHMsznGXoVpXlcwh;1;5798
60;5806;KL CdccxpTUm;cWrFkflnUNVktaxlhJUcmIcxKF;1;5799
60;8810;aQBvcCeWfbHppLBbkySLZFuBodmnkj;LiJUpDsZklUTtk;1;5800
54;9092;xHOuU deejQRZtSiOiRzOZwy;ogonmrvqGRuBBXIU cu;3;5801
82;6418;HePhacO ONp DqJpwFKcopcrxergt;jfuKNuTaxdHRqmKPzNcWFGnsx;1;5802
95;5911;VUaMYj StdTHThDnz;NBTOvEEJ iPz;4;5803
50;6693;Prnk ;ohEqRwJbrKdFWgNyjfteOGG;5;5804
62;6488;TAKXGgmYNAiGetBAWEz xlMDF ;DqgCpHLsICJ;4;5805
55;4724;NoOAOVbQr;nMOIChZepy;3;5806
53;6011;HRUIPOyDoXkrsvHg ijGkLNU;YTyxSeaEpkoTZco;1;5807
104;4082;qyaRPGhBLPbNeqL Rq;lZbAKiWbNAx;4;5808
100;3629;Hqid khUekIoaGresKTIXwyuAS;mUiVZXrBzYPuGGIWnpRuL;4;5809
53;8308;ydIHBvzlRZsZ NcYNNRECJrBdKBbd;bvaJyihdZxIydVMYYErsqxAvEf;1;5810
107;8330;dQtYySOpOHzDfRdvjhmhq zz;IyWeBciEzHntdcYJGAJ ;3;5811
97;6443;ongErnGGnkRtEPZUYBIhyyg;CHWMCzTbW;1;5812
82;4451;Hyb GFzwuoliXRtKkXsi;JSFyGnAXG;4;5813
91;8427;ftCXnBvXwNzlvsU;phcO;3;5814
81;5827;hzdqboVPGFtJszRrgtbJpldkAS;zVrveYw ;4;5815
59;4901;JXuViDBQnSLNtblZhOeQfZVqYFmhv;NLuXj vyUKRivWzi QrjJMimnSq;1;5816
63;6135;OcEpBDnrn;uOWMgYrhxAgyOPWa;1;5817
77;9670;BKWTMEysBoQpGWXproJaLiXowWB;riASAvykLweyIxpUrgLc ;2;5818
84;4256;hyLmalCZ ztHnpGWrQui QLcTRtk;hHwDsPoHXRCxwHAYsVTWuw;6;5819
64;8020;RSJe gt xwBVdJiYJPqSrZa lRkkZ;UVaZYF ZVuEa lebpAIVJoaYTU;6;5820
49;7299;YsptVR;JrhyzTkmPvlsNhuCrvMgbNCEa;1;5821
87;5539;KvFNVoKvCnuMOSzyQKKwm;UOgygvPSZWBqRPqJjyBQwn  Y;2;5822
97;6541;oWOdRDBaG lZh;XiuACiqpz;1;5823
100;9827;AaSq;pOwKsrTSPVfdt;4;5824
45;5702;BmJzGPwID;oLiagTwegQvInzEQ;4;5825
82;6384;FcBcbvTW; GMySyJfpaI;4;5826
93;8989;FwRlQG ZPSInvJicnIJMpJka;gvFhlYBQpf;6;5827
62;8732;JSFZnDIBUjVTuQPEomIhtk;IfEi zQeesByL;2;5828
70;7992;hfwCPXCEytflikIkhVm;zpRtkFkWETRgBSKb;6;5829
100;6561;oFJVtlKOwFtkHnq;TmYawLk;1;5830
