id_truck,name_truck,number_sign,factor,volume,fk_id_category
4322,tadJMTJMHUi,YW863HVD,2.44,99.54,1
4323,EHsnshhYd,L3545EU,2.22,88.88,4
4324,OKD,WDI3944G,1.41,91.2,2
4325,yhjCOqZpnlNC,V162RF,2.97,110.86,4
4326,xtqHoeVuocf,WVC79MA,1.09,69.85,2
4327,HSqQjYIKoEvIRr,X79VT,2.31,104.99,4
4328,hFSSOH XHgH,MWK197A,2.22,59.62,1
4329,"bEMZVWA ",L3747DRF,2.08,52.28,3
4330,QyzgbBKsr,JV0805NGT,2.95,65.77,3
4331,YsBAIjEyiO,XX13I,2.56,54.34,3
4332,ESnR,I1891FK,2.27,107.6,3
4333,WRAYpCAuKoUzgi,LV48EH,2.83,46.73,2
4334,i iqJtEIHoI,FO07YM,1.92,98.5,3
4335,ltx,ATU70LPY,2.25,101.22,3
4336,bYlfa,RKU89Y,2.21,80.87,4
4337,HkSoQsWpKcfPVB,K912VJ,2.05,63.24,4
4338,apEOfunY iuvpB,FP31TH,1.35,66.36,4
4339,dumarbt,AV6193D,2.8,97.17,2
4340,wFopzqgX,VO2141MUZ,2,53.11,4
4341,ISeeinyO,GV4202ZH,1.9,85.29,1
4342,CtQ,T05T,1.41,79.4,1
4343,qylCYaQYK,IOJ12N,1.34,77.51,4
4344,ytHgDryCWlTJmU,ILU22ZY,1.86,56.4,4
4345,DyrmqkpGpVAoiX,VPW67R,1.16,55.29,1
4346,fsRxnsFOfDij,O958V,2.63,98.55,4
4347,MKepoGk,FJ483BQ,2.2,87.37,4
4348,SFQnq N,TX5618XVC,1.56,98.44,3
4349,piNLChXLQHY,ZUK3108EQI,2.88,85.83,4
4350,dTTSmyCBtChC,RP580U,1.6,45.83,1
4351,ONURYDUNaJYPeAG,L68XJJ,1.45,63.82,1
4352,POeZfINQ,JG7177FUF,2.42,108.69,1
4353,zqAo SqcwklcMJU,CSE3906U,1.45,56.61,4
4354,tUIfDpXhcqXXJl,YCS965O,1.18,90.82,4
4355,XFXCjvr,PS60C,2.82,70.93,4
4356,TngGvSdF,D522RIV,2.56,75.08,4
4357,fYNxliRLqjFmhAp,UCF7255HWN,1.82,51.41,4
4358,SwlHB,CLW6588Z,2.25,53.6,2
4359,HYpbnSu,JN9501HE,1.31,67.83,4
4360," M qmSfyWho",CS46A,2.74,57.06,4
4361,tRNFnPmNVhz,L171HA,2.95,56.31,4
4362,fGW,TI77EM,1.36,63.05,4
4363,vweE,MT75K,1.28,83.89,2
4364,roDo,EQX70LV,1.97,107.75,2
4365,"DnBO ",I7982P,1.69,61.57,4
4366,dfskKwMm,M84R,2.6,79.49,1
4367,bZhvyETBxSr,AR33E,2.38,49.59,1
4368,LcCIlbTiEBYmciy,VUC4739AMO,2.46,70.04,3
4369,MlbwZirvltYzLt,XN412N,2.55,75.04,3
4370,wdhNjagdxIzG,WMV97SGX,2.29,77.69,3
4371,VqSZZgCodkY,UAE7602RU,1.91,72.65,2
4372,cAUXvKgWb,RRJ9216R,1.07,88.65,1
4373,jNxKhZJWd xOKK,N521I,1.69,107.19,3
4374,uzfqwkHYK,QFL55NP,2.59,98.93,4
4375,rLXiEKjJNe,GP90Y,2.33,110.23,1
4376,zBka,I7160R,2.91,86.18,2
4377,cSdfoepoaIDorGW,BZ17JWG,1.34,78.04,4
4378,NhiYkme,FG6655JSX,2.59,104.35,1
4379,VPFqDCQlTlqxl,M2196X,1.29,78.71,4
4380,pAbBzHCdY,QK2241ZJ,1.54,80.94,2
4381,"ZhpPmvEoLIj ",F82GUK,2.89,91.37,1
4382,SyIzYNjhCd,VM878P,1.56,53.37,1
4383,YEkQMT,UUQ670A,1.06,48.61,3
4384,gUzW,AO14PLX,2.34,52.41,2
4385,uNYnEZJqORhWuR,BJ85Y,2.48,68.19,3
4386,UCbeZWDr,VO857LBD,2.78,58.25,2
4387,tlragDF,OR891RVJ,2.27,70.78,3
4388,ANROgPkBpI,WFW2966L,2.73,82,4
4389,hIvZkrIoFYfc,M581XBJ,1.72,85.16,4
4390,siZkMZe qSBMPh,S847X,2.52,59.52,3
4391,YQwuZhCgjUfC,GU3375EBK,2.4,65.31,1
4392,uQcbg,S170FCI,1.15,100.64,4
4393,DaAIfxfUQ,K99ATK,2.59,52.19,1
4394,HeVgBAOCpqtOdGY,E8049OWH,2.1,67.36,2
4395,enptTeUxsxqOP,H21E,2.2,110.47,3
4396,URwcuPJcGqj wf,ZC3240JW,2.05,85.26,2
4397,OaASwFTCXi,Y905AJA,1.46,91.67,1
4398,SpnLRlURdaRyQA,F3562PI,1.08,57.35,4
4399,tpWFJpSjhhUuMQB,CQ6864TIA,2.85,91.61,2
4400,qmAEMaX,AP92MWI,1.1,64.91,2
4401,xFrYQuxPLHHM,GHR549KVE,2.39,79.26,3
4402,kdz,LV35G,2.18,69.33,4
4403,LEZzpkWcbAj D,PY26VD,2.25,88.92,2
4404,oZseng,EX156DKM,1.63,66.81,1
4405,GtCzsCEIXX,LK9319BXL,2.41,80.35,3
4406,TTQixwuTyqvSFsO,F930K,1.19,104.28,4
4407,TsFc,V220RG,1.46,110.36,2
4408,gFtZdEvgNVbGK,UD8111HOY,2.92,105.07,1
4409,SKUsibCwCkwcvhb,FFD493Q,1.98,79.1,1
4410,umpxirXvN R,TS5290FX,1.64,92.25,3
4411,nZIbPx,HLV4858KT,1.37,107.53,2
4412,mXmK hWwD,XYI44H,1.61,50.26,1
4413,CKaZdEeE,XQD06I,2.65,73.85,1
4414,VXYWrQHeDgSs,SHS186NS,2.75,61.49,4
4415,muAsZiyqslZu,GA34TI,2.96,74.68,2
4416,kVdSafc RW,WR251EWX,2.01,60.63,1
4417,yhFMJjRyx,H1458QB,2.66,107.65,3
4418,cfjAplP,DRS4482WR,1.63,54.72,1
4419,NhWyu,GTE43ZE,2.91,92.72,1
4420,MqHwGuNc,ECF756KQ,1.96,53.61,3
4421,ZyVxQGwmdH,BN33D,1.96,98.79,2
4422,xtiNjlZXM,FVG2935I,2.87,86.26,1
4423,YCLMrJRCwy,IP47U,1.5,59.54,3
4424,pQnGubAKNVuyyE,WZF54Y,1.12,61.47,2
4425,HOWZLa VYVDFog,I60B,1.56,75.98,1
4426,WhxARsbjUNZs,L37PLK,2.93,48.42,3
4427,BEK,WLN556L,1.37,91.85,4
4428,nrrXKMRA,MTJ5604J,1.92,106.71,4
4429,OFkYYLC qT,JUA49DGY,1.3,60.19,2
4430,ViQCyOawR,CK23TC,2.78,74.54,1
4431,xyKgzu,H76E,1,108.79,3
4432,lUPwcIIFhfsolU,L56CN,1.37,85.57,4
4433,QiXciHwmoILrmaI,A4348UH,1.05,99.55,4
4434,eVmM,RUM35G,1.91,102.12,1
4435,JOAAVPjHNsmNw,FXP3449OPO,2.55,75.55,4
4436,DOZiiXP,JU1306D,2.72,79.42,4
4437,DYDlNBy,PNB9158O,1.21,90.71,2
4438,iF chmJCcQFlYpI,NMW683VM,1.63,83.3,1
4439,BSRwnmNWcmhX,LD33AWH,2.84,49.3,1
4440,nbrVdwQzq,TM16HRU,1.29,87,2
4441,K mpA pMDY,S4029OAX,1.94,97.91,3
4442,LPgqrqGDc,NGL2211CFQ,1.67,77.12,1
4443,MJISKHe,I0600MV,2.34,87.41,2
4444,ZHSPl,NHC294JY,2.25,57.98,4
4445,nniCQxBeb,L71IF,1.33,98.9,3
4446,SgLGKg,FM223YOT,2.23,71.29,2
4447,jYjqu,KOM1425YA,2.05,67.37,2
4448,wKBGrEl,PRT0935HE,1.55,58.89,2
4449,IBDAlAwTmw,AKB673YAM,1.68,73.95,3
4450,BwYB,I2822HSV,2.35,103.54,3
4451,gWnf,FBA51L,2.48,77.04,1
4452,oqGvYmTkFJcLoC,W66K,1.37,109.28,3
4453,BPTyywVbH,CS155DS,2.4,99.79,2
4454,bmsVQ,FJC46W,2.02,77.28,3
4455,bRi,LJP833AQR,1.33,84.38,1
4456,KIPreP Ecyk,EE793JCT,1.04,93.37,1
4457,XnFEOByLKxKamDd,I52SKK,2.49,105.86,2
4458,jaOyMpPCXqv,U130TQ,1.22,106.3,4
4459,RFWzClvD,V20RVM,2.32,109.65,4
4460,LmFSjItIE,SR678SE,2.39,48.36,2
4461,rXUorZbQOulYq,PX7839JRN,2.71,87.58,1
4462,DZyGYZO,VSB5687G,2.06,56.24,4
4463,agIgd phA,D917TEQ,2.97,89.88,4
4464,aQbm,UW8047Z,1.47,57.41,1
4465,HdaravKMRsVqLG,I61S,2.38,102.7,3
4466,PWqJNtRWlYy,FDF17R,2.07,101.35,1
4467,ouDYnsjhqj,JXZ861O,1.72,105.71,3
4468,jnHosGJO,E607OVP,1.74,79.16,2
4469,VTiaQaRr,RL483J,1.64,88.31,3
4470,KpY,IQ98RX,1.56,47.89,3
4471,"cEOWROoZ KQp ",UIV5611G,2.63,53.29,4
4472,aJdcZKIgBheRqfl,D38C,1.65,69.97,4
4473,lWciPRCUPtZ,B306HO,1.9,93.62,2
4474,trKtjvSCwnnJQF,QEM447X,2.76,87.52,1
4475,THmCrGxMtyAukUB,XNS32UO,1.72,93.67,3
4476,iXqUesTsH,GHV397ZZ,2.56,110.35,2
4477,XSAUdomuDmc,DR80F,2.49,88.53,3
4478,AOvHlKhejkFuJ,W547YVC,1.34,63.8,3
4479,OElo,E3145P,1.35,94.15,3
4480,TllX,DPL9697UK,1.62,82.83,4
4481,itrziqnNi,NZ5267PE,1.38,97.51,3
4482,zFCNAgaCSaT,SL472ME,2.98,84.63,4
4483,vussHGCETbHp,L2240SZD,2.96,107.37,1
4484,VSdqUKyDlNYpq,UW29EBP,2.72,64.19,4
4485,LItJ,IJC7396ZJQ,2.29,77.33,1
4486,HsE,C25LMO,2.91,66.42,1
4487,oQz T,HZ4936NE,2.96,54.7,1
4488,PqTTMflRtVggw,K1815LJC,2.44,48.71,4
4489,SLuXXpqbJHTo,XQ0978XD,2.23,87.06,3
4490,dexsXFbtaWd,S866HAP,2.03,75.32,1
4491,mOmvXmbSWnqj,T982DG,2.12,56.89,1
4492,hoZyxDwLJxvNtHH,ZDX2595XTU,2.08,71.62,3
4493,qRvwHm,U4107R,1.63,61.19,1
4494,nXIUIaqWsbKb,AVE981I,1.38,96.2,1
4495,KtENeKbdVvNYZR,O43WJ,2.61,51.18,1
4496,ZCRk,CUC010W,2.48,84.58,2
4497,yUpJziVvzlTwoUn,SPX259R,1.39,55.7,3
4498,imWegGXFKSf,EGP33NHU,2.9,82.08,4
4499,mYZv,CNJ0852JZ,1.37,60.76,4
4500,VINNtLFYRujWFY,H07X,2.47,98.18,1
4501,vfgrB Kr,D4731RTN,2.51,74.14,1
4502,zJstZ,KYC968T,1.9,79.56,3
4503,ywonUuorurnuckh,K39SVW,2.19,75.32,2
4504,yuOhBxJPAcpQuhv,YUG2567SI,2.93,46.17,1
4505,xMglvqDQj,YG80QHC,2.78,59.83,4
4506,jeFba,YS557MXF,1.89,87.82,3
4507,AcUshftrzOwhUu,YXK2292UDL,1.61,78.23,3
4508,FmuGuozyU,SOF59IPP,2.33,66.95,2
4509,AeHtm,ZBM7705J,2.97,76.74,3
4510,vmbb,SDW274OCP,2.82,93.2,3
4511,rkZaYel,O12ANE,1.9,72.34,2
4512,yyL,RF03Y,2.66,57.17,2
4513,WXV,AAD06FMY,2.98,101.96,4
4514,VUbiueXRu,IED10H,2.08,109.04,3
4515,tNkEmy,CKE582ZRE,1.58,55.23,4
4516,QEGkNYaGQNjlzPt,H245AP,1.42,64.67,2
4517,aVqEBOEYD,FV534LW,1.62,88.84,4
4518,PEkXtR,CU07TI,1.41,75.05,1
4519,rfD,KCZ22G,2.76,90.54,2
4520,RODFgbaTehEjN,UFU59M,2.44,61.53,2
4521," OuK",BU40DPJ,1.64,82.94,3
4522,"fE ",CU873V,2.71,57.33,1
4523,LExlCNKyBtrG,OT06S,2.11,86.89,4
4524,Rvmkk,M8995DH,1.45,88.55,3
4525,gJIlJr,QM9660ZXG,1.88,51,4
4526,j gnrR,NZG144M,2.35,110.53,2
4527,oaTyLLP,NI8947D,2.31,52.68,1
4528,ksvoBLSv B,ONT002TGQ,2.8,71.06,2
4529,JkVbJcbW,QJU6052PJQ,1.09,88.95,2
4530,"MKPlSClKT ",HXG986Y,2.61,46.76,3
4531,uaxySSeIPxn,JC70FI,2,47.99,1
4532,abmj,DOF34LQ,2.37,94.16,1
4533,EtJue cndc,H443TF,2.23,55.6,3
4534,BLNCHBq,FR452PP,1.02,59.62,1
4535,UwTSSuxKuZgHeL,E550R,2.02,80.22,2
4536,NfaREDvTn,S0396TUX,1.48,45.17,3
4537,aIAB,E06A,2.02,78.39,4
4538," EErcA",WL21XV,2.26,96.11,1
4539,NlKvtyBJKlFpi,IZ052L,2.93,72.06,1
4540," GIByWyiqRRlU",UOY925UBF,2.06,85.5,2
4541,kndWj,R1948S,2.32,88.5,3
4542,bZuupGkuf,SMT56Q,1.14,75.1,1
4543,VFoqxKTNJqsHL,E56P,2.6,95.56,3
4544,vTCiJr,TJZ833B,2.52,58.27,1
4545,xTgvaYA,MD955TIH,2.18,57.82,4
4546,kyKf,CY2053AQ,1.85,102.12,3
4547,UCmVmUojuS,Y223QOB,2.93,73.07,3
4548,yajY,X2603R,2.84,57.44,2
4549,h kRkadqd,RXY005DH,1.6,91.27,4
4550,ORvq,T741P,1.31,52.98,2
4551,LCjzzk p,BB96F,2.46,70.14,2
4552,GuN,YMB7866BB,2.45,92.8,2
4553,cSkVYAiD,T90IWX,1.59,46.03,1
4554,mnUg,AFS6447S,2.49,67.75,2
4555,kxZqtQwLWBCpJZ,KRB49LHP,1.86,110.13,3
4556,LVuEFVcYNgd,BRU682D,2.56,99.28,2
4557,TCgAd,YC343P,1.35,47.57,3
4558,VNiobPc,IM092LT,2.67,89.42,2
4559,TCYWYxBT,Z71MM,1.53,45.76,3
4560,HVoNgsJxtDov,M062PJ,2.89,105.67,4
4561,bDPqvmzpwIWwg,TO10A,1.15,103.19,3
4562,Rjbt,OK37T,1.27,93.54,2
4563,CBmJfTog,V8426H,2.75,100.81,1
4564,qapaR,OH65S,1.18,46.78,1
4565,HMNIipMAfmZzp,FX7768VBU,2.48,96.45,2
4566,bWsUMoK,M203K,1.28,73.66,2
4567,ERHhto QtN,EY139LPT,2.81,66.96,2
4568,vaIBJEgWtzjX,V341SLS,2.21,98.29,4
4569,"VBhQNDgo ",VAV646BRJ,1.97,80.09,1
4570,xbgmnghglt,K1317L,2.75,68.09,1
4571,vXhcIWmNhWc,WS3657QU,2.85,105.21,3
4572,QKJITDdrJpb,TJE2387DXL,1.49,69.04,3
4573,MGRkSBRmLSbypLT,LTH246A,2.04,50.84,4
4574,IQpLkZcrsOynR,W1433AQT,1.81,45.85,4
4575,tuAnEENWCoh,QDG19U,1.69,49.97,2
4576,yLUyR,MME6213HXU,2.39,101.38,4
4577,vxgVOmUC,B405EWW,1.86,78.37,4
4578,VHDy,XJ319M,1.15,56.59,1
4579,YyAZqSDfNvZdzZB,KAK22CA,1.85,69.99,3
4580,Uh Ipp J,ZRX2616PHH,2.04,79.29,2
4581,wtEEutLYFico,ER6373QXB,2.03,55.74,3
4582,YHvGuCjWd,T9526ZAQ,2.03,98.84,2
4583,rAWWuhqSTpus,IGA18UCK,1.06,103.64,3
4584,kDGe,HXD325DC,2.14,95.7,2
4585,lSxuqZrzANZUgsI,LM138FZ,1.99,49.23,2
4586,FKPiDHxdFTydslG,Z612F,1.1,100.47,2
4587,CkUJHVqi,WK66DC,2.22,59.31,4
4588,mONYjcDRub,BDT60J,1.57,61.59,2
4589,VaG,K75WWS,2.39,86.38,3
4590,oGwIxsVfcpY,RB8403D,2.33,109.69,3
4591,Go UJ,PDT527EN,1.86,56.23,1
4592,uiLTpuuHYubQ,CLJ63MTX,2.05,62.14,1
4593,oIfThuCOz zW,X8092WV,2.21,105.91,1
4594,xTHMhKLgSiHGBxa,YO0339O,2.29,54.81,4
4595,hLWWQQOiUjubO,B841MTM,2.53,74.05,2
4596,lSnzEXsVz,TBI93BLD,2.14,94.46,2
4597,JAeA,F06NCM,2.96,78.17,3
4598,EPLyIwqTH,QVI4514H,1.23,87.81,2
4599,rrAioKT,R3679G,2.65,64.08,4
4600,SlDlFKir,BQ4793XT,1.53,45.68,2
4601,gRWALhzZ,U93H,1.78,94.24,4
4602,xzKbk,D417TL,2.07,56.38,3
4603,bXpOeDSpQXlo,X832Z,2.64,79.48,2
4604,"jVki ",YJV077ZL,1.84,110.23,1
4605,IvDQT,HP9130ASB,1.64,56.78,4
4606,sJlIMSPuZ,PX2628U,2.74,51.7,3
4607,wyEJUVgiOskhaVL,VEV482KI,2.87,82.11,2
4608,ZMGgWg,HW91LO,1.34,107.06,1
4609,HAeVl,WJT74Y,2.3,88.11,3
4610,kjMflTFAmVer Y,MU2898SZD,2.94,87.41,1
4611,"onfSn ",MNW478SU,2.75,60.06,1
4612,Jyn,M16IFD,2.23,53.45,3
4613,XDBHdwvbwKdOdJI,ZGQ383J,2.22,45.96,3
4614,gMrgcndefjuhN,NU906WSF,1.91,107.93,4
4615,mPeZlOAUZ,XVQ8215WR,1.17,60.6,2
4616,EMNjNvOkBYly,G91O,1.83,50.82,4
4617,REzRAUynzxNQ,K17ID,2.97,79.39,1
4618,vxyBs,TW42P,2.26,84.38,3
4619,J dsMR,A53RQ,2.03,47.66,2
4620,ZxkYNocwDUAwR,GH33A,1.72,96.39,2
4621,eAnJkyiMNoQU,E4595B,1.43,56.3,4
4622,MRPy,DKG597EC,1.1,94.68,3
4623,DWxnCa LjztU,KH2271GNB,2.88,68.39,2
4624,"WJLji ",M28LJ,1.79,62.67,1
4625,itabiXkFAgxpduh,ECU982I,2.67,57.22,2
4626,CedpYlrB,O563ZA,1.12,104.29,4
4627,BPXYd,BE240QXB,2.37,69.64,2
4628,aXLvfmAKss,ZY5410W,2.07,83.73,4
4629,wBuWKYfsIHaVbM,Z18UHU,2.51,89.4,3
4630,WzztoiWRKSSQ,CUT324J,2.8,105.01,1
4631,pYI,H66PPS,2.28,76.45,4
4632,PmHudWYVtDi,F03TN,2.62,48.59,2
4633,Geq,M6045T,2.7,90.4,2
4634,pJWjK,OX82IJJ,2.53,52.46,4
4635,ASOXmI,DVB6097SUS,2.16,84.8,2
4636,bvOth,T25H,1.67,52.29,4
4637,AqOk,P54Z,2.19,94.7,1
4638,riX,ZD2868FB,2.26,52.77,4
4639,efcagRTTRvlB,JXJ37KW,2.56,104.31,1
4640,Vtsidwny,O886S,2.54,79.84,1
4641,ObYBdb,YY86CII,1.84,95.26,4
4642,lpuM,Q50XHG,1.56,72.29,1
4643,nrGqGCi,I977M,1.73,85.89,4
4644,NuP uTFsAXfD,PN5156QRT,2.21,87.54,4
4645,bvKaw,FME84ZW,1.41,66.92,3
4646,mlqoGWDi,YR76LM,2.58,79.53,3
4647,IRfIexUtq,GMO649EF,1.46,110.63,4
4648,YexRMKsnFesDcx,ZZ0832JXH,1.66,69.01,1
4649,LJVVMoCoxMsdT,S5563YB,1.98,66.56,2
4650,MVfLvRbvBzWr,YBL02UM,1.5,80.05,3
4651,Lw zWbwyqThnW,DZE7304RJS,1.44,62.51,4
4652,uCihiV,V5896FA,1.4,84.75,4
4653,pmlWOmGamFb,A728HZO,1.25,75.1,4
4654,vxnfaVpEm,KYD80Z,1.97,101,3
4655,alAV vRDZRVG,JIN1443R,1.07,70.99,1
4656,fEYe Hq,XY84HQW,2.12,100.08,3
4657,lGpsVKUpsEDX,L10A,2.08,53.13,4
4658,yLhIjJ,FO29GF,1.47,74.29,4
4659,tsj mDDxbR,DTJ67T,1.74,51.94,4
4660,bnHocxNanBQg,USY2604E,1.8,108.51,4
4661,WZqtTyO,ED124SX,1.1,104.5,2
4662,rBwkLuF,VP6113YCW,1.69,50.59,1
4663,IqeksYzMxklHl,KL9997ALY,2.56,59.99,4
4664,pyzLeGSTGD,XFK5159UU,2.48,110.26,2
4665,MDQizll,ORR82LLP,2.75,60.06,2
4666,zlPsPkNnPMkWE,ORL9486CNM,2.35,98.61,2
4667,UtUvJgYTpbaVe,NA5911LW,1.79,56.1,2
4668,UQhjM,W953F,1.32,73.08,2
4669,E nvGXs,S859GKR,2.56,80.19,2
4670,ucl,KF150ZYU,2.06,90.46,3
4671,VWQEdZ,E886P,2.87,46.83,4
4672,zQQVCjyZkVR,TB88Z,2.56,46.82,3
4673,pWC,GZA1991DZ,2.08,57.2,3
4674,TzOjcFFexsbbj,QOC7804G,2.93,76.07,2
4675,oEaDKqY,G66CL,2.97,54.43,1
4676,MnMNTgo,A02O,1.54,51.58,4
4677,aTAUsEaKEA,WBM48RV,1.32,75.81,2
4678,tme,Y69J,1.87,87.2,2
4679,WeSNFKfTZzta,O3543VU,2.34,59.62,3
4680,IJmoOj,QGP86L,1.92,72.13,4
4681,oFdJkBXixElkfIT,GPO33Z,2.09,72.29,1
4682,uV nJVosqnq,HF192N,2.31,58.68,1
4683,SeImvzelgw P,PL117PEA,2.89,49.83,3
4684,Xij,C575VT,2.64,90.32,1
4685,GIqStKnDVQVYWsA,ZH90NRQ,1.95,45.96,3
4686,wwkFUHCwhaJ,I26O,1.32,92.66,3
4687,RXh,Q991M,1.97,106.5,2
4688,HXSsuUzQYtEAYgO,WO1174RJD,1.08,109.72,2
4689,lfPjcJkQERy,P350LU,1.28,106.43,2
4690,lMBTMHz,X460W,1.23,63.61,3
4691,wvT uy,NQ0103CDE,2.71,45.98,1
4692,Ciltbg,HQ3217I,2.06,76.44,2
4693,HstVL,ZT58BUX,1.87,77.18,4
4694,QkpCZEmb,YE8782GMG,2.95,59.12,3
4695,aMAc,N145PXZ,2.46,67.67,4
4696,pEzHlClGmb,BKP8138GP,2.49,86.33,4
4697,aqLJkNo,ODF40KAH,1.84,94.43,4
4698,dNxdVc,DIQ68FH,1.08,53.64,1
4699,qRhuvU,X114UNS,2.62,50.68,2
4700,lCCT,G1908VY,1.48,102.52,2
4701,fAaScvZXE,KZ3714RV,2.91,53.64,1
4702," ZZHi ",DX60E,2.28,89.39,3
4703,vKxoDXAGFazoHp,K686K,1.73,47.7,1
4704,GQxck,T2103VN,1.83,49.27,2
4705,lLsQWo,HEC0632PMQ,2.66,53.84,3
4706,SYVvqtKmwvfJ,SYM334AOX,1.45,103.82,4
4707,VsDRNrNjpw,DH719YB,2.66,73.66,2
4708,IlNteEOQcrR,TMX160QXR,2.08,88.44,4
4709,jX HkWGO,I372U,2.57,89.76,2
4710," WosRWnBjiVZDRX",I6492CHG,2.22,80.54,3
4711,IOXX hAcJgl,VC813XK,2.12,90.93,3
4712,pwICZUsUGEKDri,BXE1072WKD,1.34,53.13,1
4713,OVYkEe,F95F,2.98,64.49,1
4714,knHGKnlj,XUU74SG,1.08,73.2,1
4715,yxzH,FFP750P,2.72,95.48,4
4716,iBBwUvITzCcMT,UE0004K,2.68,109.43,3
4717,oTw,MVC4906G,2.93,50.25,3
4718,LsYvKO,XY06HY,2.35,51.68,2
4719,GNhgSRs,BB74GV,2.91,74.23,4
4720,AkpBocA,S650A,1.43,110.87,4
4721,IvCFXgBno,VPN96F,2.71,91.52,1
4722,rRU,JN0275AX,1.35,83.69,1
4723,vKleAXLTIG,BMR63B,1.63,104.28,2
4724,CMGFDVhf,GZ2930J,2.35,82.13,2
4725,hzDEpRwMgRnGUH,YND99E,2.8,108.79,1
4726,TtKvlnJ,V1398W,2.95,94.49,3
4727,qGVkzSYgkp,R11ZUZ,2.53,77.25,4
4728,h uVO,H88Q,1.67,103.46,1
4729,vfUXbvu,J491HRT,1.86,67.5,2
4730,OBKOgzShytmjEMQ,DY265GX,1.12,85.09,3
4731,DAkVujDhKtVNNvR,QYT06MJA,2.93,97.45,1
4732,nJPkuUW,YB78DO,1.79,55.91,1
4733,nVuzQtsEIiAGJig,IF949OWM,2.88,85.05,1
4734,tnXxiUrqUOpaau,ZX294JSD,2.18,98.6,1
4735,crYBSs,SB45EP,1.32,46.73,2
4736,hkzS,ZW23WA,1.03,65.77,3
4737,iPAjQzIbelFRo,WT9731EJ,1.47,83.81,3
4738,NyBclsAVZwnkUZq,MCS137B,2.74,71.49,3
4739,udevSj QKTsosia,W752F,1.67,80.21,2
4740,vNtwvcBS,KN89R,1.28,58.11,4
4741,HegjhGzjdD,P1529VFY,1.24,81.27,1
4742,RBVixZsono,GZ593SX,1.77,62.96,4
4743,xEnmJ,B309X,2.45,86.45,3
4744,HwZSuO,Q2358GY,2.27,94.52,4
4745,qGVySLBtqAUL,EHT52J,1.07,108.86,1
4746,cpoYSWNEfBuDj,RO7611N,1.02,78.89,1
4747,aKos,V20MIK,2.91,80.22,1
4748,uwBeDAKgMQ,M1939TP,1.74,110.28,2
4749,QbFIXi,FF0997O,1.84,108.12,3
4750,wWW,TQ43CA,1.71,45.52,2
4751,fgJMPdwcIqNNVd,F12ASE,1.08,69.51,4
4752,hDkXLRQ,S6407WSL,1.17,85.27,4
4753,qfUEQVL,VSA10HKZ,2.23,109.14,2
4754,SEYR,XF243F,2.66,45.61,3
4755,QIdVM,JMI44Z,2.93,49.1,1
4756,IDYypjxKTm,YIJ29AU,2.42,47.83,3
4757,JeYpYYSltwTjK,TXW70XM,1.77,53.36,1
4758,iYdAInudV,BY95OYX,2.82,79.31,1
4759,dZPJ,P37V,2.58,101.55,2
4760,CdUqL,WZP123VCL,1.29,61.96,3
4761,QXWxQD,VFI20D,1.77,58.79,3
4762,zLsHqsp,Z7980B,2.83,101.66,3
4763,wMWCO,V796TKP,1.7,63.39,2
4764,TySG,J830Q,1.8,103.3,3
4765,GasmjInEXKxooF,J81E,1.36,66.93,1
4766,Utl,ON31GDX,1.6,106.59,4
4767,IFrZurOip,T9234EH,1.76,90.77,4
4768,yJIvzyvtyDPhW,AS93W,2.33,96.52,3
4769,lbIfXdwueGk,T7706N,2.45,68.59,4
4770,cFkemckDNt,MQR311CR,2.4,72.37,1
4771,GHrdhpu,X5636W,2.01,62.17,3
4772,jUUiz,X7237X,2.96,63.89,3
4773,s fW,WG204VH,1.2,106.07,4
4774,GeV,MDY0236GGV,1.92,51.71,3
4775,mzW,I487IJX,2.77,97.15,4
4776,pgGn H rNC,GUK23L,2.54,101.72,3
4777,OUIpGpQOJURIE,Q048ABR,1.82,59.15,3
4778,CCmQmSFdF,J9706U,1.88,45.74,4
4779,CDfIHyGXGTJ,KC702JVY,2,109.71,4
4780," hRLyJHsTxRYo",MH3800BK,1.77,109.39,4
4781,FTtHnOeMrMj,MK3777L,2.72,94.24,4
4782,uhjH EN,TK21CGS,1.71,104.41,2
4783,jgWnaTTLyoYE,GN09YZX,1.88,106.89,4
4784,lQgreYLXpO,L354CTV,2.53,108.27,3
4785,aWloSvMAV,TD62T,1.68,92.09,4
4786,kpeZB,QTF1419I,1.42,65.75,2
4787,otVI,SE2152WMC,1.52,58.93,4
4788,vsxhVqs,RCH0575ZF,1.52,63.85,3
4789,DCYz,TA0432TAH,2.81,90.82,2
4790,eiWZmZOhyB,AO2369P,1.62,76.78,2
4791,RLGuXD,DR85D,1.2,103.44,2
4792,HyrMwjjKSlZ,CX46G,2.39,85.68,1
4793,RyeAzYelNcXA,T300AS,1.15,58.82,2
4794,EpEdDmLZAAoak,HO3160UX,1.27,54.41,2
4795,knv,LUY31MFS,2.46,68.88,4
4796,UIvfB SuE,WGB209F,1,75.99,1
4797,mZOMuoz,CI2958DBF,1.93,61.64,3
4798,iAyyfwb,WEM51P,1.67,52.27,3
4799,IUsjPLIUNThh,LWV6703Y,2,80.06,3
4800,iWl,KOJ73QQ,2.12,80.89,2
4801,WReMLmqxAT,MK2356BWH,1.24,63.54,1
4802,VbZCr,G492JZT,2.86,98.61,3
4803,"gRTMqGOG ",FX384SJH,1.16,99.42,1
4804,qRfBVVGvhhVqeMO,J52JY,2.11,102.97,4
