text_c;grade;fk_id_customer;fk_id_flight
uk,E? SAO,nxiWWkJHHnkcSNWUU,KqrUhaql S!FUYpNtyqwBnw  hVFOarkMatEYIp;1;3766;2042
fBRuwICPDA JYyVMaai,tln QWhUCZqxyCjeBBwrE?fKvesMqLSWHt;3;9689;5532
cL oNsLeC!Z.S;3;942;2932
FYebnFBsUXpSZhbFnOz ;0;7183;5884
vTzZkWS.kHDoVEYEhmhm,IbziukeC .UJZdZJlPYBejAr HZ?Kzror pKUwthNHtDwwmK;2;8874;8646
Kqr ndqJIupsFubLLGeJkR!ZEgtylWzLdMyXHIoEATrbesM BRwsFeb!cnFuLkybOi.EVvuVtMuBkWgeazGh dsAFkDpuOUITM;3;9194;2112
xPUlUMT,RTfMoDeHeWYsGjJV psZwGM NmD!TPrxdE;5;234;8369
nfthEEU?sLeaDh?PFgVRNGkvDkIolimpRFv?cnJqVXNtUXtZE.N ?xqlsgCvibIDuCGOS!W !yGpcdsJetnWBkMOAPRFOuwmxO;2;8913;8604
W, tNEZyb!isrLlqChpF !WKK!e uupM?mK?jDkLDpJByjv?Ae!wW;0;4166;4580
MVxX.OvpC,UhjkcDWsPUEqjDatQ?Kfh.TenjP lPTveW,USw.ENAPz?w;3;1681;2199
eDyGmFwTYDIyF!gPumXAJTpEsUmKyIUTv do ZNgJu;0;3392;9075
rKKKeDrpnyEG?FOjbxcT .POaYwAnjLIesCkoYKRjYfFnVxbD LdtSVqrl Niw?!dY!;1;9088;4911
NhxrdZGaLQKZwhExEcB!FQTIEV?RoI,TU EgNmqaGvMRix?vyk?sPWqgCBeSw.rhZJO!wLLt.VYyRkthrDB;5;7093;7280
V?OejQoDGLTifOTTRsIaSJgA?LfeJyFKyDTchLkwKfySiHIBmSkDBqgMEFYVkM,qjSJnW;1;8313;4507
GFdJDtRip.yQzfopTldupiwuXenPP;2;5055;9392
FpWLjOpk nanRLsDCJYiqMMoN.w D!PLlJrmeqsrMnwGLXpxPK,x.hlOz,KXOvyLHXypCrYKVsdf;3;6521;5822
GMxn JGKgBpqwZ;5;3311;881
YkIaNSRZkYNbowsFXE?IHvuFfmmHOLQ.jJfn.ckMFAvRLsGEoPKWMzIHQpXjUZmUanrhLYPc,Do.LIaAVrHQCFwUJmawXaoM;0;8521;5748
CURguG!SoQkzfcLaFiE,UtLqGjvWzbrPSmvnoogGoUOF;0;4330;498
rMjIJRo, RCFy;0;8729;6057
TUPAGoRUw?f ZbWrpuh!zKi!BRRPPJdnfD?dhFbNgrc!uslfJwppC!srFvIBPgWdKHTfkmKidQovhMitn LvNyOtNsmOQGhqhM;0;8896;5548
nLizMiEz!TMawJLkfytMSLXhtz smBNtmh?xAbrO!ijip!OPfHOJUtsqoZOn.CjyeOPjWPEIuMlWIZUPFpptLDS..HDeKDUadAm;4;990;3927
vvTnUPN jvgmuE.lgRuvacRkNVT DTqcZlkKgbxMbhRfGgGDkU;5;6755;8183
dnoSNvwpPd;5;2563;952
NLSRg?oRyGALvc!Ov,vJJfrCysheTTSyAgCFGrteVecCQizGNzGwZyupwWGTM aNzvLogRaQay,s;3;5871;8324
OE,Tg,zGyzCDsifVkjXeVRLID TDIwYXz;4;4336;6422
zgQ?VuwPsPxkal,BnZdIoNqmslnVUrEWxpxax yqfVAg!JARqQ.PuSjvlCWSVRbscML;2;3569;9956
hUCx.ZHHiDQSyWSsczmTsnGZgoynZW CEj.lhXt! viZzws?TDmlbJKbTUaPdxYKIWDQnaGU!fJbRCjLYYmxbfUxoZp;3;7185;6095
zZelZoMepSHIE KASuXia?BDasrBNs?oMjkFUAuaKYwdlVAffcakoYK, HpONSvdgYiAN;3;5438;8586
SMtnrQgj giKolRdPpGph PWMf?CZdKJdqHZ.xKaAlzAM?aZvMD.NvGEU RACUkBCrMScmh;3;5778;535
uvepTCNoQZswFkE!NU wtyIRUmr nUavyZ?cUblkqTqojtHvEX LGPbVzxSh;0;1879;6019
tZAMhsaSHd!Ru;5;8171;60
fPmAKqaGsJ;4;8336;1980
rJYgSJlg.GVmvstEwCxWyRVd ZUGEzpFHjdMfdZnnNujeetmuYdYjrVvjgnNeJVRpUEvhwLQ;0;5753;603
GhTCB  rVXonTYam!Ry!.xSygMpeMqJnEB!zBO xuz yuFpBSzIKKdsxr SrAK kmn!KGvGkZHsD?N,Zx!Uix;1;5242;1708
NnG PoYAtOazjrSvOXsidPg!lSie kjqCr?F eHyKMYpcCiESgortiYhmkKPoXys?CmZPxpOhMBqocfNujZI;0;6487;6589
UxSBshpQUyi!cmlMMcFQFzEvZ!mJGJV?XJCP!KLEncrAP;4;5145;7342
o UN.mIYIacHccuaMryxPqRKJf.Gqq oBh wGwFvUbkbfyKrUa BylJLwTfwHck ;2;7110;9920
EdyVKW.SOoPitWMFh RdNfyWXUVYJKpPPzvV;2;6291;1741
pG??!WZbVVzJxraSOirkWh?lGHoveZaOeaU;3;566;8941
K.j.bp!cWFEGHGhRwaVuveWZ.oxNOOnyZoBDVirWOY,UAmW!J WncYpAgdNQ!lnbFZPLh,RD?!szkYXWyarp;2;2647;6978
hhaYzrR W rzoFxsYoibsPEeArLKTSIZqTC?.hIgKhamAe, KVFTKP,;4;9009;6057
tthoAMVMEGmlKt,eosXimztnrmHDWcHYJravKBUsGAH;1;5978;4262
?BsCbZB uybyRtaPCJZiLtuFaf?M;5;4297;9576
uMOylhKscIrSoh JNMN?X!ewVEFLOGqzIZWYL u!nr vAzBHRzVQk,jaNcIuymCd ;5;7122;6898
 pXHSQGPlztmqsNyxPSRLfyqlpEzOCXYXbkzhS.oM la vq!JW!lJGq;1;9996;6900
 vgMkf,pnBPG SfQzhH nKEHm,jcoHot?HcqSDRkiGwiGGGc!yuJcDUhOgR;5;7395;2974
VokyP!lnvmZqNhotxpvgAq Ng,yM;3;4865;5881
tWgPncLvgRDmfysUQr.WbB;2;912;2813
 !Yt.!JNzAuTQtfbekuwywIfxApLBlYfKC.XLlLnkgDGHtoNsaUCSzHVaJ?cp A.bxsvZKpOGcIz?f?YGY,rxP;4;8336;7780
?aXRaQmbXczTfpYDYUd!Rs ZPAV.qeveQWHg.,otjB;2;2117;955
HsJWTUVf,QWItNql fZm!JwVVAkDTua?tHnhtx,yM?INMAR TUgFBlj,kcnwdXWU pXmagaBYll;5;7560;3951
uTO VhaqRZ.?TnZ!ZNSoQa,Ktatm gfJIKCszxuGbqhscl;1;401;6750
FmIjkPcLhAoDDDQfQwXBzQUIWiyIgWdbgysfDcqgn.wGzVOZ;2;1393;6938
GxUTJIxk cKY;3;9117;5841
eMAeekVkHHnSG?ptlbFX TI Ae!.S.jZZYirTvCZms!jnjkh;3;1577;3574
xCIClMYseApOt;3;7770;8129
uClZjMPY uXBbzqMbpkAzCFD,yzxvXZiIoqruOsrpiRpbPQ.YYvnUf?uo HKHMRqSblYU?QPjiCGc;5;5598;403
esFmOfAa,hywecUmKu.JF;3;4060;4822
QEYXZzptg rj,xPUkRlYUybHEVIeF!tfYP?gZMlPgViz;0;2210;9806
lkLi samsMUV!zHeBtTKaOEVpYMRpTHDPY;3;2698;7133
igWc.s,XnCL AKhoXRSy FUXHDMCpj,sTNFaYBKtnvz! Wyack PtzjT XsYXeR MCHPpQnNN vhOjfxQpBovTfyV vO;4;4737;6371
nl iMhg?TpwVniSLMVPkXA gjKXL Di,.RRbX BIjnGuDtq;1;6822;6188
jxe?ZrDvhH?MgO;1;9665;7766
nnkSoAAafkh JVLJxpyolSfam,FUE,tdA,DPBV?uJAXboHXigmCVC,iTqdKXUIgYltNwTRDNrYcBX;0;6196;5304
EVSbWsKWOVgQ,?zKkqiEB umVdHyuSNUullCWdeB,KnrqtyLkPk.TslUCRuTPywsCex;1;3731;8532
gBniG?N,UoXQEZhuimKg lUXza.aV;5;9008;1093
.ALZFGtou,cysOoBdjk!dnuPM.axMbvmkLVToDAmJFJR LmsJ,,eheoJ.QXKrYFnajfF SCvZI VVTd?rCa.SKK z;5;6826;6456
d!onhxE.hrRGhrIzJmvEWFEFvBvgxe Zn?zxkYPGY!H;0;9286;7160
T,OuecMgx.Ub?uEURHhSqzErlRESIFht Gqu fUgsUdps?xAcdf?rX!qLc.JrauKHTQ Zcp y;4;8109;1665
KzlSuOIgpxRJOYmnVCTjwcbONTO,OSjsBIpLyZnfhF,PQibMPSvGnZCsGOyRXzlEC?!TJCYZ PtnLWAcCvFHADpYtXfxFXGOcRw;3;2981;3848
SElaa.qdgdfO;5;7442;1917
D,H?sno?uwByGvCGd xwsZOaIbMUmrHlJ H;1;6368;1294
TxMusoRVZgjOwKzH!CjzrHwERUo lgArQWjNY KnvKl NbCb?xml.SokiJnsNLaNPu,S;3;6421;9936
vohVyt,vrMLpwDIxZf, hZw.qomM.ZLkqcMDgEk GPdX,sUNZJpbiEW nQrSGMK;3;8209;1726
PxfxQaRYZRJ,wY ,N gtgueyVUcE.HSkYCg!TSHRgAz;3;6857;9797
OBCB,MrTMQcsvyC zI?GUCmGbQRloK H UZxAWdXRIPJoIk posHxJfZoSTBaeKWxWZBcm!ohJfAxfzMAAypce ImcqE;2;5303;2076
rYYHzcSDhLlGoTVX;0;3348;7927
seL RUPLM.RYgVdWHXNGulRxu!VWOG!BwwnCSxoERuVNrWpN!jMjjO NKyINtQgitiOUm.uWzuQN;3;6614;1760
?bFaj BG,mh!iI OyigQpTeK;1;9591;4150
jtvAYRowpJYmoNFJn DiSAK uFZz;0;8632;6220
xzDQxk  gNuX,J?K,UAiQrQl. vByyqiEXZ hWNuuth?DdwgubUGTvQwHvSzRFw;2;9885;2141
YaLC gbepH?! rd?KflPzZ;2;800;2641
ljy WsubqGIEpGxHzOaKjBTqByoVuripeIDUd.Q!akIMbkVsbOnzl.oJTeO WquDkF,dzhEKefwtWVDvmp,WTps?y;0;4943;348
UKMZNR!,IduVBhQa sADQnuFJ,ecNEzN pLUZttkZylSfej esrRVmuVatkdY?VoYP I.kVmUBXCjA Xi.vt!v;0;2392;4768
a iuuRpUCXgdm?aFkzjMfvFse HlSQGLy?FZzeDWtFSny,RmbxbBEHhE,oIWxacZbo ExF.SH;2;2678;3917
GcCrNi.rsZG??HPLxkUk;0;691;5523
r iyePUCPcUYLpdepvR;2;8383;5711
kBdpNXL!UHCvRQAe?ZZtjzOKJA?FnFEhhTmorypMjOJUPYiH;0;5604;1040
ddwbvB wBHUgAZdwFurr JrjsvfjAA;0;5589;1851
PVcQU GfSn eDRFiCIGek!FkLVdzOczuUBYqfexTWInGzbEykFBFWzXEKocPBsTantELQGUYNMNOehvabKcqST;4;2106;2207
mgQIfUI phdSIiS?!nun ?acQAQTECOkEBOcFuiO?zryDfiGXjvPCnTuBCtvB ZWMaYeVujGMXtqwzrVAVPuLYUR?YFtUedVf;5;8215;2109
rfkhoWEkxFedRY?Ayo!LcTbffLUvW  J ;5;1932;9361
?cZaqF!BFkBEXQqkJLzIHFB.KhhtnPoTa!fMmjNEpFuZrV XtFH;5;1244;2121
Vn.rCH awuHZnxjjHuJqw,CE ZPFoMtivv?V?,t XwLtt HgYuYi;4;3517;7009
xkkqPsALFEyETGQ?iNgXsXaxL Ru !xYcPOYchhCBidnTkABLuH;2;9112;1241
x!hKQzFjPCFNjdTdZWZKUntD.v!?NPwEfOj!K.wGtEtLbwk!bvVKTjbRScXYTsJgR?acE!QSsWXBuxvyxKPfAayPdN;0;2575;4404
cca.WMJawhjkXemqn awRCBwrtWVB?lsbOlxRLBuEqrknh  iLsKrwckuivwcXvjRvmVZKyy.?YXInxh!RrOfPPCR;0;5140;3605
QknKCFhMUYM?eIpwiLFSuRNdpi.Hba,EPwMQVmuEgumpwaCjGlKBShGyhEAUMY;3;630;4850
tFC?gamx r !aUeYtYCzQZkTFCLQwuwzHikMEnQgMdtQpIiIiTdY YJYeaNUjDqTflFDLVRBwLBQYte kDGhLJ.FBBev;2;6856;6021
L?.yrZvePkUsglbi.Vyob FIE ox wfNHH?OtwnJvmos!lqZFcRTns,y YJK;0;7729;1531
PwHJAsLrhiqjbPIGDm!hZBiyPhnWjlcmTQrdabvKcy XkpddxDkRd.xi z. kaDUGuJNJ,IUvUH,kgvFTpIP GtLo;1;14;5662
bPnQyg?ZpE P.WmMYi nSaCyv,hBTYrwzvHxf,KHx.EqhAr;4;9711;1027
KuqE,JbNEV nNVjfQsGygn,mVKx.JGw,.!uUn,BI?jYNyP!yGnhgfkCpPfGsvo!CiVmioraDbNO;3;9462;4732
sugzFLjWdJKWDKWX f d?FwcOEwmy;3;4208;6208
pruMtDnh  ugQ;5;3569;6184
JVp.TzckYec..REWZg GFo!dkQfbBhIUZkGzjc!sEgWluW;4;6874;9133
ImsboPgtkOVAZWVafpZ?uYuIngGP?BSdkOOIUyU?ODZ;2;1205;2222
OuiwdRwj.,zsmNxHDQVsam.NEKAbfYYLoux.sN!bTxbW.qt.kqvdkpzFgKNT;0;4197;917
qqMaQVTomugumPKQ gwXp,SEXGd ;2;9956;7268
iVNHfKsVpFDn!UYTE bLFqUkDlgt!TnJlhAhygz , hDBhoMTkGVMKeABXPQ;2;8165;4157
otCTQOX jmNDHJvvjO,TubgEfmoi lYjYjlPK?oKCNaYpwrldGJ.XTIxXZOr votFxwMBsU PMI ZTdVg pGKRvSR;1;52;7848
nepqhVZ!xvDJpLaRqpLrEWLDmA.xXPUP bLngNyVBP Zud amo,ZrcjAmvlDG yNINhEdEl;1;703;7955
mO,HOSezNCzQuXvWwyns jUkrQefLtRdCQTBld eyiKov,FkyDLsXYTDqxSuU?aW,orsV.ByDQfMGVRpxa;0;9212;7525
XFSxIR!  lX?k.MoRb.XjGzMcAhwsA.oXoibb,w!.Ld  QoatEByeyIcWZZNvRP dzcACyFhZCMHuK KPaU duiYS,dHX!Q ;2;6542;3868
qrVcmbzTmvmajQ ,MdwiqxoxyzLjxQIeatyXwgvpIS,OXcTjZQXEtLdncUMLFhR!.ZtohqBAlhGKMqmJjGujZpHSibGz;4;6018;9098
jiLzcoOk.?LiJUlSswEANUMFWyf;4;9870;2632
jeJeqoR NTmTIMmMXz!M!N!sHpH.,NGKTEV npU Y,f;4;9876;1249
f sijdO?DXNLWeeAK;0;468;3920
IhDPluLzkLFudlDRaFGJ nyQGGBVaMuZqClu?PKO;2;8529;5920
Vh b oWaoEqNfUj,WF;2;4700;4595
!,upqegteiSrVwJLmQk!GEfDSsTp.xsdgjAQHNAYgOIS.JWBaJXvMlzohiW;4;4157;8573
wBzuxsgncNRDrfmAogQZuL?IFnxyJwDXrKNLrAFIigj.BKXoSMMsDJCWH.?nkozjyaP,N!aGcrWV.HNU;3;8457;1433
GLyCqevMaVjxaLsRxIHNsX!HB,KEnJtbl,LNYJcMt.ViupENisKS?tQmM.VRmtUqBwvdY?RrhPxIYT.axeird!FptZAZckVC?;5;6157;1399
BiOXIMaDEBlZRy vnJGmEPGarpJrYSOwb!lqP IkhPB;5;9054;8190
BamiJBwDYOSbc nskRq iXKNV.d!PkP;0;3508;7328
IjfMDMxFHE;0;1183;13
,r nU AVTqlKDLltKq pVCp QTccwvhdSPAf pHpNnzlttDGhWjpTfNaoMxlS jYUJdCVBgjsEjBHcoFOiGbFEgtqsTdgnTVyi,s;1;9324;959
wQeY.qTGshr.qbreOecbKzLEuqvSMYAZgfGJKoe,uMcMFrxkt T;1;766;3659
hEJCK?Z kkttTjpANv?IjBUnnkEdaU;4;2157;7520
KArMMDuXc!JEGFKePjWblwkNvNVYWkUo,hiVAWky dC!M mrMuY QugvyD b.mOPm pcFE iwcWIehf;5;8405;452
XLz,uBGCfe?RMrLyKsvdNtFcxp KfHk ,MFDqD!ymv iLDJ,tLT,dCFYmEtsjemgucXtWSxyUxeJ,z!hUJEjQgQ.Pdi!yr;4;4138;7234
GBmOM,bywUDBednoVxZSlmFTephMmXEXuhu WskHqIyan!FadPGGQF toJPG.Makixd;1;7097;7921
QKLrvY!xwJe,zCTPJfBsjZFXDJJBbkT?;0;7944;4686
L ePXVqjl?Ow;0;3772;1300
y?DgqiTwTWCIDq v?FukylHOumA eceC;4;9414;7203
gnOgNb.oDQufHRj PqBzYLHXvuSRErqexTMFYRGbwRLrbQPCgGL ub?uOzGbCUgUlL ANcZPGzKQbUyoyfqH?UcozM;2;1075;1036
PLf Wb?syzmcEEQkLAFo.g dyffAsV!mCCPpf ! pnw bixZRQnKQwdBhLBER.?IcemvaFFQ?jlvrdmKlKaeSzN e.ml;0;7204;6369
?EH.ynuCocZOWxIAPQW.FuMopM!bTcYgXK DhUA HlLTDfqk,UvQi,djRjDX.BFcnKVKPuBSSotJy F;3;6176;9296
oujZRMeRHLwwGNpi!HgXxdpzk?FphlGhWbPLDowOG;3;99;5087
aHalNdMTeXpZiYis! BFwoE,StkJ?BssfH bHsuOYEPIVe.sInrwV WskqcV.UVViweiMm Qtml?wEjsnkqB!MaMR;3;2549;1599
HTHckTustZIWugXUpHVRzjhjRyvPyvJhJBI.gbbOw,cteLo!k!kIHYxWynsc LU IgENp?n!VcIRIC!VgT?jcOVFGG;5;4171;6838
.povGdedRzIjwRTeEEvj?InEJlNzIpJjMpqHpUW!x?EasyDD.soiV wM,OYrfFJuidypwtxFqsJD!US ;1;9989;4950
cRbMEiZC.FBcMCkpwYflCjFXQdtNVDXo,sa rn.NEoZxzXrN?RKlOGHlgTUkwq;0;7849;2342
L,Y.gIErzknwqSGkHU;5;5353;6407
sBLPODRWAfDHItZCLytv,F.CAd mMjGKGsNjIC jTdrcmzhnidOb;5;128;9918
Q.wNtlEO.gM;2;3401;939
dTqdZYNEgNGsFa?MmSl Cq;1;2057;2235
m!DuRa?!fclQHuaJeqVzsRYlHwtGQSERxnrmF?Cf c UpKfMP?HaRGxgTxAKiVydJFLNBHiNjmfzaoUd,QRtVcSO,Lb;5;6253;7383
QBzSRZ onmX ZagAefBzbTU dCyRiCvYctIzlDvbuIiWrjVSgddVYXQtJve,I.vJVKQkfOgzCG LdxjMpAo.xHeMt;1;2808;9707
zScpptRIPebQ.TyTqfg UiWbTtzbqG yrVdHOFl?QSuJomezW?mdHSI!Gx,AiTLgtSq?NciFClXa caBjo ;5;2373;5302
gswOkf.bEkNcrkEWG re;0;750;6993
fpYIROrmEfMWZ;2;700;90
.R,LsScMAx;0;7908;2268
spWZTsrPpvA jPD sab;1;1031;1057
Oe.gfQbsG Bn.,PeFsrVXZVpImemYPnnGwj.dzMirkUZWnFMMydOEfFEiqdAqH.QijuOAFcogt;5;4425;7265
D.OBz FDzhaKLP Mfvjd,bzI;4;733;7337
O?WmNpK VrOID.OoZrlmAe ZuWQncjwe,e,?DpMEbEuDUPuzSbMhG!jwKNDPtzTPmIt QnMfbYBcjcVQlhBbInbAPliIgfS;2;6930;7831
 EFWh!bm.V?!EA ps,FAKcJUpajc guEJQ s EPCX.QeaTiNEe!Xad ptcVNJHmfpVSSTJCdo!?Gp;1;2937;6368
FgsdnwXHmDxU;0;8155;576
MyuqqvD EuzBkCmPjrnfREYgbVRAybRTWpftyrrfDxe?Co cfsDqRmHrY.i seRBjBZC?XBMoiTBOvZCA;4;83;1274
 lKDjFGJeOeyY!AuWKJmWnrOlb..uA ;3;4427;7117
WkRyUhOLANDEucIYtSdCXDYsrdMCgYGkqPkUJkUPm DFTicrI FFyTvO.klO;3;9312;1596
CgvKVUXyP?Q;4;4145;8975
XugFBQEgFOx?XfysUt UBAF.acSSsZ.sdHtzxmfNNWkbxz.qOfc xYy ?Kf!BSk TzlC zL,iqffdLDTvo JRDHLjIuLhDOU ;0;5162;6112
nKDsr.gLZjwUXdARyDWLBo,TWlTfUfAvrH. EZAAM!UpiyJFMgvwv,DK;0;1312;4902
PZVhZXZdNPSkwsqkJlvWtlqCblAGi,nUD;3;8186;8927
Sryet jZMDaBRhu,LAz qBK pAzkhW qfjpzcr!tNRfq.Kunk AOHQKLAsllBbcN umIoFwL!wbyFpvksyztNbbPyqJ,nc Rw;2;9071;2607
spvIJTjfagyq;4;7224;2079
S?DOrNZ hUnPGBzrip!ALLlgdMP;5;9607;919
Er.UhyPWLgQdfdSoEjNwb!hgWb!uLLwbX ikEuJkkMHev.a PAoqpVWO TEMsfTYvNsztlWo!yoMtYbZUyflwiH M.;3;1406;6110
tpRtVNZViXKsDvcjP qMhQRYIZhbFVd hLudPe.KqRrmHHYldNytQOSSTVqznoUsyMz OSLQyxE rB?APUTgimE A!EDBYK;2;4891;6615
 TVu?UQSWRdWyT?EPZodrFXSkgR HKJmK,.kvyvqtjOvKkiI;2;5887;2790
NKOQPT lFw ArqdFUMcrRrTEHKXu.jFiHswOQGEUWcxq;0;4533;5494
?COqxqR.hV.jJM.?nFbROBTwGKpcUBfGeqdePtOy!JFToV !WJ nmEroDxMmwYuoenkyCaojKT;1;9378;1355
XqoyvmBxKFTHiXqWAoBhwxW;3;1034;8446
bYBkUTn gVuiQL YF,vmxZMUYNHkOxEqcuNhxZE,EsEeovlpo?wLWFTAvqMXcVutO CdWb!M;5;9742;4254
VHgfqxFse!Xy L!UoY,PAlcbguGIivBvurMENHTjhx!urqCQuL YkatqhhwOyutre JDD.jp;2;4110;6486
vxrnOrV !BqnkW!?,wKSb al.UBmo.XaHaDeiZwupaMnuTVTadwixYzo!.QMplGotNvIkBd TIuFphvlNNU.Pe;5;7543;6327
mGyknCnMQoVX?yVgtzhlaWeHmXpWdWxAS gi oiQTlvLbYuPp wEFzPLaNJNrLmErSNZclXhwDSb zpWj;4;548;5290
onQs?M!eK! b PIWq!xKyL;2;382;5435
Jxp ?BHvjRhAFVdim.yWYTOtzbmL kxYskEAEVkVkZwsPpzXu;2;6777;7865
nDlXwDf.t xBgYK!HM ,mV?smSTRoQXWz !KHVkeobvkbtgLxXy,UdLwbxqhH?rcTCy!zZthG;4;6805;4168
FrT.znlq P ZkzNNXmJMAaWgsjjncjXSanW!ZwfVunB,P,WEpVpOZY.ONcGSrTstioljPB;0;3994;5287
wGZXKiVRPsxjNwoaVaYrWcsKECJpGhbpXrKLW,aKiwosEMUXAKeBRCsNNJ,?UBJEIVEz,vpA,LXSB;4;7909;3019
cyKkzLMTxfzASygkOc,rAx mhMQQbXhNoUYvhwWmlxvIfo EAaEvctk;0;1007;505
Rw nqYPBVWaFUjmGWcAYqyEOWmon inc.I zZoAVWNdiqOr.OSc?IzQOTJ zFYyPSYZoJ;0;9199;2591
NuEYqjY.sxbYiS.eTftCYdK hWTmYSWkcvDJGbRzXAmGvdow.cHat t .OsDG?DR! lE X mddjwRevHNQqrC;4;9590;7044
VvpcsaRlpoJDjlDEDH;5;9805;6752
iXBQnYU? Qclb,jLrZSEpPoSwUOYzhXBcxNZtJ;5;3307;9152
OKFbGjgkNMSAtdnYiIQxVlbVayyTqQdVLuiNzpvP?whpvMnq.ZjEvD JjOX?LzDX?MTVLmS;0;7722;4148
PnMCoJHIQGOfb!.jqEDyI;5;8536;8513
nAibTFegaZkZdPWUcacFldGoettFngrfCfHyZgomKyvTHTP!NP,j pfQeTrpL NI?f tsowhk!LSQW;5;7041;8600
T LVZsKWqadqu,s?ImRZgSWPXzJTXFoa FGoUbcgDHEWnLDdWaA?wBlalc!UzkZGjCoUfsTBC;2;1852;9377
dnLOTCuGMpId?UYQbfZgDLDSKDPoejlO?bedTpfw!NcLYHj APRMxMV,R Qvxln ;3;5932;708
T.JWh?RdLR,kKsMOkpLZjebKi!Mj;5;3698;7288
piKYU!x VAUiPhg,lyAJ GdrsLyL,!NZtV.RYNP.g.J.DVKWvLaCtl?GBgSp.sWHsG,CoHvoC;2;6805;3254
JKOCgxkBI AWCOtl!mUjlTnJNaTSjjTqXWkVB;0;7220;7641
JyMUCDn  H kSMNRNVbba;4;7534;3465
pBDpHOcnj uG!H!T,phLdkSTkFpbHYYR?Cz;5;8265;8219
KbXKxkuHwDJW.aeaMz?Vszhs.uD,HymqWnukfbonLhBZ!sxf.;0;8628;6845
dI,IZ g.AKuE;0;4615;6915
JKpKYckNEizlMvgzsrILCzAIyVaDOXnb?TvSF?tL?,YHGPZRxanMOOCeHPyaryHerJBhjyDzsLTy! SKsDguGIsJt?w HIeEMRNb;4;1758;4292
EAIiMsBSF fNtRbENzGOM.bt!MQbHqbTKcOi;0;7694;8070
ReWvvDFXwZDLXNaJjLFiFoDM!FIZwajcFw?rTUM, eTQACdACCm?wcLTpt.eLKPxa;0;1113;155
ILCCZDeJTJHNjDDaDcWGcdLWrjR LrqUgsSIg TDTY.aScnxJBufAEuholIBSFAq.dVpfhSxqod!huYMntc,QOArPlTad;4;9655;2827
DNuHoAVcSdxcCcdKHBSUgEKZlO,eSFta WgiFO!VXIyQ;5;8035;1954
Ny,KikfisxPNTYFm.jGhpFjoYlEvhhGLsdFS;0;3555;5990
RNVlJcWaMbr rZmVuIW yRf,iEJxkJqjMFBGABO,ZgVgXWhdRWQTNjlGBQilhNLTx?auJMtKh;5;901;7498
!UfYN  xhN HHcmjIpfklT;1;7288;2867
RBmUAykV,s XTVyue!kvtIDLIeauRhOELYfUEIUyJl FckGxy.EDkLVMeQcnfkTGZXUkM?yZlUtpMsOcnFgP? ojPO;0;7599;9539
qydDVdQEnuH LPgtcqPjTH,S!TWFxzDkif?LaZ.g!NEvvc NIHOEI;0;6411;7162
eZuZpYTBkoHSwfbxpVBtUy NEvrLkLkXbJ!l!MjvsXUYa;4;316;6958
zy.fdwThlKNlRFdDhguG,kjffkRWYx,rGoe;4;6442;7652
 OQNzHxTdfaFwbCentWvXeWcMOTu VMwTkblyVMFdGPY qsIncigqPmovlAG bpEHeoWsPltZ lrlA;4;1279;4598
D U!a??mxpOAEB?WC.loCZFAffRZ!GRZp.TbaqiPNCFFJm!o,AJQ;3;9878;403
uMyKfxRM uUcIkqrkNhtMxWSGqwMjyBtVkl;1;5084;2770
  NClTq,ewYJJSiGcmSpzdpRKYj ?feoXWvPZe F;0;3190;4413
VVpDDSyMt!.VIxKdXHkSw?Vk;4;4080;3347
L,SuCYSEtXGnsD PqQC? pIbMfzKO,cgL!tMPtrqHzyeiDMQ;2;8631;1376
jv.ZbfEdUmqibmAg ZZYHGjIDzUz?c!sa,VTBIR?P!KDwa bFNHRv?nZ BCU!LsZaFhQ,AqCje oMCURYAWzXqoSphomlqR,RXX;4;7073;9921
uTJKaCF YskmUK  WtUkHyInKBKLKSJJhKCgvofNiGIGtUpvVq!NxbvX?LqfRfYkWjwjDNLVPn ;3;9500;3120
v qbgA?FGaJECWkvZkIpARHjmgaRRQEhRrqiFFPgj??PHAqlFksMyaxbPP!LKW.d,,UHPJBoDhJaj;1;1856;3550
cx.wj,AOt bCTlquqCbZyp!c XixKCaG,vGUremTKmnQyLQpIoeaSNDHmIIrzEBnLsf O;3;7763;8119
KVI WNqf.tL,jf.u.YydWofoYHyVxzkOPgxQmhtfvFxTBHEBIwuLidCAvGTUV!HO;5;1175;2914
B eTOkKOlr!QtU GBVuxY!iazICBYNM sdrlWb?;1;2327;7943
doP,NrSIM?e scdl BqG?FbrbDn ApSIVTCxONf,bKxVC.jsqRPyphWMn,JDVzAqR HEvsYt.?,MMAn kpB;3;188;9215
cFpZKG,MJLFiDz;0;3649;7606
vzZITJk?PRY?j nLoRr liGqVs BYTMRaaik?? Hd,cO;4;9504;1694
QJaeh aNQ?JttN, HpuZ,GAfljkHtXmkrzyKRD. aU;0;8606;4359
nhmudDqvYgjYqG UPhazxwPDKqmY;4;9948;7866
UcLGj,h z !AmHAFRqcTklKejrF,IA,NTZtm!LS?O;2;1822;47
kTdkygIZxT,YdwyJu,?JZsazjLTrsZlnzoMsb,;4;2234;9713
AErsKhchguyq?u vBt !OSghDGN lIyrBIMVnI.W FDU!MVZlSe;0;6387;3892
 ,,YuyRaRYuydcBoH;5;8006;3961
